"التعليقات النحوية Grammar Comments ","تصحيح الكلمة الأصلية (إن لزم) Correction of original word (if necessary)","الكلمة الأصلية Original word","المستوى التعليمي CEFR level","عدد تكرار الكلمة Frequency of word"
"صفة",,"مجيد","B1",21.52
"اسم",,"قارب","B1",21.48
"اسم علم",,"بيل","B1",21.47
"فعل",,"تخلف","B1",21.47
"اسم",,"تسويق","B1",21.47
"فعل",,"نعود","B1",21.45
"اسم",,"قنبل","B1",21.44
"فعل",,"تقوى","B1",21.42
"فعل",,"اتهم","B1",21.4
"اسم / صفة",,"صائم","B1",21.39
"اسم",,"كسرة","B1",21.33
"اسم",,"محفظة","B1",21.3
"اسم",,"سُنّة","B1",21.26
"صفة",,"مبرر","B1",21.26
"صفة",,"مسمى","B1",21.26
"اسم",,"غطاء","B1",21.25
"اسم",,"كتل","B1",21.25
"اسم",,"وظيفة","B1",21.23
"اسم",,"مرمى","B1",21.22
"صفة",,"متواصل","B1",21.21
"فعل",,"يبق","B1",21.2
"اسم",,"ذكاء","B1",21.18
"اسم علم",,"أزهر","B1",21.15
"اسم",,"نداء","B1",21.15
"اسم",,"تنمية","B1",21.14
"فعل",,"جاب","B1",21.11
"اسم",,"زاوي","B1",21.11
"اسم",,"زهرة","B1",21.1
"اسم / صفة",,"معلن","B1",21.1
"فعل",,"تتطلب","B1",21.08
"صفة",,"منخفض","B1",21.08
"اسم",,"جبال","B1",21.07
"اسم / فعل",,"تنافس","B1",21.06
"اسم تفضيل",,"أعظم","B1",21.05
"اسم تفضيل",,"أدل","B1",21.04
"اسم",,"زاوية","B1",21.04
"فعل",,"تسلم","B1",21.01
"اسم علم",,"جرير","B1",21
"فعل",,"تحس","B1",20.97
"اسم",,"صراحة","B1",20.97
"صفة",,"معاد","B1",20.97
"اسم",,"فلك","B1",20.95
"فعل",,"تسمع","B1",20.94
"اسم",,"نكاح","B1",20.94
"اسم",,"آخر","A2",20.93
"صفة",,"شتيت","B1",20.91
"فعل",,"تناسب","B1",20.9
"اسم علم",,"عدنان","B1",20.89
"اسم",,"انتقاد","B1",20.84
"اسم",,"لحم","A1",20.82
"فعل",,"يقال","B1",20.82
"فعل",,"ينطبق","B1",20.81
"اسم تفضيل",,"أنشط","B1",20.79
"اسم",,"محصول","B1",20.79
"اسم",,"استعادة","B1",20.78
"اسم",,"طوارئ","B1",20.78
"اسم",,"متبادل","B1",20.78
"اسم",,"ميناء","B1",20.78
"اسم",,"تدابير","B1",20.77
"ظرف زمان",,"متى","A2",20.75
"اسم",,"مسار","B1",20.71
"فعل",,"هتم","B1",20.7
"اسم",,"أسنان","B1",20.64
"اسم",,"شربة","B1",20.64
"فعل",,"مارس","B1",20.62
"صفة",,"فاتح","B1",20.62
"اسم",,"تأخير","B1",20.6
"صفة",,"أمي","B1",20.59
"صفة",,"حاتم","B1",20.59
"اسم",,"طيلة","B1",20.59
"اسم",,"قطار","B1",20.59
"اسم",,"بائع","B1",20.58
"اسم",,"ماح","B1",20.53
"فعل",,"توجب","B1",20.52
"اسم",,"غلام","B1",20.52
"اسم",,"عروس","B1",20.51
"فعل",,"تطلع","B1",20.5
"اسم / فعل",,"تعادل","B1",20.5
"فعل",,"تمتلك","B1",20.5
"صفة",,"معادل","B1",20.48
"اسم علم",,"الجزائر","B1",20.47
"صفة",,"علماني","B1",20.46
"اسم",,"تقويم","B1",20.44
"صفة",,"محترم","B1",20.44
"ضمير",,"أنتم","B1",20.43
"اسم",,"مضيف","B1",20.43
"اسم",,"استفتاء","B1",20.42
"اسم",,"شهوة","B1",20.41
"فعل",,"ملأ","B1",20.39
"اسم",,"باقى","B1",20.38
"اسم علم",,"طرابلس","B1",20.38
"اسم",,"فرقة","B1",20.38
"فعل",,"جاز","B1",20.36
"اسم",,"سيناريو","B1",20.36
"اسم",,"أكيد","B1",20.34
"اسم",,"شهرة","B1",20.32
"اسم",,"وعي","B1",20.32
"فعل",,"توجه","B1",20.3
"فعل",,"روي","B1",20.3
"فعل",,"ضل","B1",20.3
"اسم تفضيل",,"أسوأ","B1",20.28
"اسم ",,"اعتراض","B1",20.27
"شبه جملة",,"بعدين","B1",20.26
"اسم",,"شاطئ","B1",20.26
"اسم",,"مفكر","B1",20.25
"صفة",,"بري","B1",20.24
"ظرف",,"حوالى","B1",20.23
"صفة",,"مستقبلي","B1",20.22
"اسم",,"احسن","B1",20.2
"فعل",,"نصيح","B1",20.2
"اسم",,"إغلاق","B1",20.17
"اسم",,"ثور","B1",20.16
"اسم",,"إقرار","B1",20.14
"صفة",,"سيئ","B1",20.14
"اسم",,"عمود","B1",20.14
"اسم",,"أسطورة","B1",20.13
"اسم",,"عجوز","B1",20.12
"اسم",,"امتداد","B1",20.11
"صفة",,"حازم","B1",20.11
"فعل",,"نحتاج","B1",20.11
"اسم  ",,"كلفة","B1",20.09
"اسم",,"موصل","B1",20.07
"فعل",,"تكاد","B1",20.05
"فعل",,"هدم","B1",20.04
"فعل",,"تستحق","B1",20.03
"اسم",,"ناطق","B1",20.02
"اسم",,"ترشيح","B1",20
"اسم",,"بدن","B1",19.97
"فعل",,"تخذ","B1",19.97
"اسم",,"عرش","B1",19.95
"فعل",,"تفيد","B1",19.94
"اسم",,"أنثى","B1",19.91
"اسم",,"اختصاص","B1",19.89
"صفة",,"مدرسي","A1",19.87
"فعل",,"ترجع","B1",19.86
"اسم",,"منطلق","B1",19.86
"اسم",,"بقل","B1",19.83
"اسم",,"تحكيم","B1",19.83
"صفة",,"متأخر","B1",19.83
"فعل",,"يعتقدون","B1",19.83
"فعل",,"تخضع","B1",19.82
"فعل",,"ترفع","B1",19.8
"اسم",,"ملمح","B1",19.78
"صفة",,"دال","B1",19.74
"اسم",,"حروف","B1",19.71
"فعل  ",,"خلص","B1",19.7
"اسم علم",,"نوح","B1",19.7
"اسم",,"بلوغ","B1",19.69
"فعل",,"غير","B1",19.67
"فعل",,"هيمن","B1",19.67
"اسم",,"مقبرة","B2",19.64
"اسم",,"تنازل","B1",19.63
"اسم ",,"مكرم","B1",19.63
"فعل",,"فر","B1",19.62
"اسم",,"استعمار","B1",19.61
"فعل",,"تعكس","B1",19.6
"اسم",,"طموح","B1",19.57
"اسم",,"كفاية","B1",19.57
"اسم",,"عيبة","B1",19.56
"اسم",,"إرتكاب","B1",19.55
"اسم",,"مديرية","B1",19.52
"اسم",,"قطب","B1",19.51
"اسم",,"قمح","B1",19.51
"فعل",,"أزداد","B1",19.5
"اسم",,"قرص","B1",19.5
"اسم",,"تقاليد","B1",19.48
"صفة",,"نامي","B1",19.48
"فعل",,"خطط","B1",19.47
"فعل",,"هوى","B1",19.47
"اسم",,"عبء","B1",19.46
"فعل",,"تفق","B1",19.45
"صفة",,"هائلة","B1",19.45
"صفة",,"نيابي","B1",19.42
"اسم",,"رشد","B1",19.41
"اسم",,"مشرك","B1",19.41
"فعل",,"هرب","B1",19.41
"فعل",,"أحس","B1",19.4
"صفة",,"سني","B1",19.4
"فعل",,"تقرر","B1",19.39
"اسم",,"عار","B1",19.39
"اسم",,"عذاب","B1",19.39
"فعل",,"نال","B1",19.38
"صفة",,"أزرق","A2",19.36
"اسم",,"غياب","B1",19.36
"فعل",,"تحل","B1",19.35
"اسم  ",,"قبلة","B1",19.33
"ظرف  ",,"قراب","B1",19.33
"صفة",,"قبلي","B1",19.32
"اسم",,"عابر","B1",19.31
"اسم",,"خلية","B1",19.3
"صفة",,"زور","B1",19.29
"اسم",,"سبلاء","B1",19.28
"صفة",,"مفضل","B1",19.27
"اسم",,"حسناً","B1",19.25
"اسم",,"طالع","B1",19.25
"اسم",,"تتر","B1",19.24
"اسم",,"منصوص","B1",19.21
"اسم",,"بلدية","B1",19.2
"صفة",,"صافي","B1",19.2
"اسم",,"استئناف","B1",19.17
"اسم",,"حوض","B1",19.17
"فعل",,"اختر","B1",19.16
"صفة",,"محسن","B1",19.12
"اسم",,"محقق","B1",19.11
"فعل",,"تتمثل","B1",19.1
"صفة",,"دني","B1",19.09
"فعل",,"أقبل","B1",19.07
"اسم",,"ربع","B1",19.07
"اسم",,"تأويل","B1",19.03
"اسم",,"قضاي","B1",19.03
"اسم",,"ظواهر","B1",19.01
"مصطلح سياسى",,"الإخوان المسلمون ","B2",19
"اسم",,"قصف","B2",19
"اسم",,"بحار","B2",18.95
"اسم",,"إذاعة","B2",18.94
"فعل",,"تدرس","B2",18.92
"صفة",,"مخلص","B2",18.92
"اسم",,"تأييد","B2",18.91
"اسم",,"دَين","B2",18.91
"اسم",,"شريك","B2",18.91
"فعل",,"أظهر","B2",18.9
"اسم",,"حليب","A2",18.89
"اسم",,"مقول","B2",18.88
"فعل",,"تمتد","B2",18.87
"صفة",,"بريء","B2",18.86
"صفة",,"عصاب","B2",18.86
"فعل / اسم",,"تسامح","B2",18.85
"اسم",,"أغنية","B2",18.84
"اسم",,"اجتهاد","B2",18.84
"اسم / صفة",,"معتبر","B2",18.83
"اسم علم",,"حجاز","B2",18.8
"اسم",,"دروس","B2",18.8
"صفة",,"راع","B2",18.78
"فعل",,"تمْم","B2",18.77
"اسم",,"فوضى","B2",18.77
"فعل",,"تتوقف","B2",18.75
"فعل",,"شوي","B2",18.75
"اسم",,"عثور","B2",18.74
"صفة",,"ملحوظ","B2",18.73
"اسم",,"زيارته","B2",18.72
"اسم",,"رؤي","B2",18.7
"فعل / اسم",,"سحر","B2",18.7
"اسم",,"عسكر","B2",18.7
"اسم",,"استقالة","B2",18.69
"اسم",,"تشخيص","B2",18.69
"اسم",,"ناخب","B2",18.69
"فعل",,"يشترط","B2",18.67
"فعل",,"خذ","B2",18.66
"اسم",,"رش","B2",18.65
"اسم",,"خاصية","B2",18.64
"فعل ",,"انتشر","B2",18.62
"صفة",,"أصفر","A1",18.61
"اسم علم",,"رويترز","B2",18.6
"اسم",,"حداد","B2",18.59
"اسم",,"عسل","B2",18.58
"فعل",,"يتناول","B2",18.57
"فعل",,"يستعمل","B2",18.56
"فعل ",,"تول","B2",18.55
"اسم",,"صداقة","B2",18.55
"اسم",,"صوف","B2",18.55
"فعل",,"تنتظر","B2",18.54
"فعل",,"تفكر","B2",18.52
"اسم",,"عظم","B2",18.52
"فعل",,"ضاع","B2",18.51
"صفة",,"مرفق","B2",18.51
"اسم / صفة",,"مفترض","B2",18.5
"اسم",,"ولاء","B2",18.5
"فعل",,"تزداد","B2",18.49
"صفة",,"فائق","B2",18.49
"اسم",,"مرءا","B2",18.48
"اسم",,"تأجيل","B2",18.47
"فعل",,"يصبح","B2",18.47
"فعل",,"يقتضي","B2",18.47
"فعل",,"غاب","B2",18.46
"فعل",,"شوف","B2",18.45
"اسم",,"نمل","B2",18.45
"فعل",,"يعود","B2",18.44
"اسم",,"نجف","B2",18.41
"فعل",,"نذكر","B2",18.4
"اسم",,"أنباء","B2",18.39
"اسم",,"عددهم","B2",18.39
"اسم",,"راس","B2",18.36
"اسم",,"أغراض","B2",18.3
"حرف جر",,"علي","A2",18.27
"اسم",,"بابا","B2",18.27
"اسم",,"انواع","B2",18.26
"اسم",,"حسام","B2",18.23
"فعل",,"يزداد","B2",18.22
"اسم",,"مملكة","B2",18.2
"اسم",,"حيد","B2",18.18
"اسم",,"خصاصة","B2",18.17
"فعل",,"استقر","B2",18.16
"اسم",,"مبين","B2",18.16
"اسم",,"حداثة","B2",18.13
"اسم",,"مقتضى","B2",18.13
"فعل",,"حاسب","B2",18.12
"اسم علم",,"روز","B2",18.12
"اسم ",,"عظام","B2",18.1
"اسم",,"مأساة","B2",18.1
"فعل",,"وضح","B2",18.09
"فعل / اسم",,"كسب","B2",18.08
"اسم / فعل",,"دمع","B2",18.07
"اسم",,"شتاء","A2",18.07
"اسم",,"سمة","B2",18.05
"اسم",,"إسناد","B2",18.04
"اسم",,"بذلة","B2",18.04
"اسم",,"ذم","B2",18.04
"فعل",,"يرتبط","B2",18.04
"اسم علم",,"سفين","B2",18.02
"فعل",,"نحل","B2",18.02
"اسم",,"تهذيب","B2",18
"اسم",,"عشق","B2",18
"اسم",,"معجم","B2",18
"فعل",,"باع","B2",17.99
"اسم علم",,"جبريل","B2",17.99
"اسم",,"رخص","B2",17.98
"اسم",,"كبد","B2",17.96
"فعل",,"يعترف","B2",17.96
"اسم",,"حمام","B2",17.91
"اسم علم",,"يورو","A2",17.91
"اسم",,"شوط","B2",17.9
"فعل",,"تفهم","B2",17.89
"اسم",,"سمعة","B2",17.89
"اسم علم",,"جنيف","B2",17.87
"حرف توكيد ",,"انى","B2",17.85
"فعل",,"نتكلم","B2",17.85
"اسم من الأسماء الخمسة",,"بنو","B2",17.84
"فعل",,"تتراوح","B2",17.83
"فعل",,"تثير","B2",17.83
"فعل",,"تشار","B2",17.82
"فعل",,"اقترب","B2",17.81
"فعل",,"عايز","B2",17.81
"للاستفهام",,"فين","B2",17.81
"فعل",,"خان","B2",17.8
"صفة",,"معقد","B2",17.78
"اسم",,"هلا","B2",17.77
"فعل",,"تخل","B2",17.76
"فعل",,"خضع","B2",17.76
"اسم",,"ندر","B2",17.76
"فعل",,"اعتقل","B2",17.75
"اسم",,"تقليل","B2",17.74
"اسم علم",,"علوي","B2",17.73
"فعل",,"ينبغ","B2",17.73
"اسم",,"خيانة","B2",17.72
"اسم",,"شريح","B2",17.72
"فعل",,"تكرر","B2",17.71
"فعل",,"حث","B2",17.7
"صفة",,"متكرر","B2",17.7
"صفة",,"نافع","B2",17.69
"اسم",,"عنصرية","B2",17.68
"اسم",,"عجب","B2",17.67
"اسم",,"استكمال","B2",17.66
"فعل",,"تتغير","B2",17.66
"فعل",,"أوضح","B2",17.65
"اسم",,"سرعان","B2",17.64
"صفة",,"آتي","B2",17.63
"اسم",,"قبرة","B2",17.61
"اسم علم",,"شباط","B2",17.6
"اسم",,"إنس","B2",17.59
"صفة",,"سماوي","B2",17.57
"فعل",,"نسأل","B2",17.56
"صفة",,"مصنف","B2",17.53
"اسم  ",,"رياح","B2",17.52
"اسم",,"مؤسس","B2",17.51
"صفة",,"ضيقة","B2",17.5
"اسم",,"نواة","B2",17.49
"اسم",,"سهولة","B2",17.48
"اسم",,"مفاجأة","B2",17.48
"فعل",,"ترتبط","B2",17.47
"اسم",,"علو","B2",17.46
"صفة",,"مهدي","B2",17.46
"اسم علم",,"مشعل","B2",17.45
"اسم",,"بلاغ","B2",17.44
"اسم",,"درب","B2",17.44
"اسم",,"تهدئة","B2",17.42
"اسم",,"جدول","B2",17.41
"فعل",,"اعتبر","B2",17.41
"اسم",,"بضائع","B2",17.38
"اسم",,"مجلد","B2",17.38
"اسم",,"تصديق","B2",17.36
"اسم",,"بطن","B2",17.35
"اسم",,"حزام","B2",17.33
"اسم",,"دوام","B2",17.33
"صفة",,"ليبرالي","B2",17.31
"ظرف",,"حيث","B2",17.3
"فعل",,"اختار","B2",17.3
"اسم",,"محاسب","B2",17.3
"صفة",,"نووية","B2",17.3
"اسم",,"زيت","B2",17.29
"اسم",,"صيد","B2",17.29
"اسم",,"غلاف","B2",17.28
"اسم",,"إدعاء","B2",17.27
"فعل",,"تتحرك","B2",17.26
"اسم",,"دماء","B2",17.25
"اسم",,"غلط","B2",17.24
"اسم",,"ولاية","B2",17.24
"اسم",,"صبي","B2",17.23
"اسم",,"سطح","B2",17.2
"فعل",,"أخذ","B2",17.2
"فعل",,"أرا","B2",17.19
"اسم",,"إعداد","B2",17.19
"اسم",,"تحصيل","B2",17.18
"فعل ",,"تولى","B2",17.17
"فعل",,"يعمل","B2",17.17
"صفة",,"إنتاجي","B2",17.16
"اسم",,"معارف","B2",17.16
"صفة",,"منتشر","B2",17.16
"اسم",,"انفاق","B2",17.15
"ظرف",,"حيال","B2",17.15
"صفة",,"ثانى","B1",17.14
"ردا: اسم - على: حرف",,"رداً على ","B2",17.14
"اسم  ",,"جوع","B2",17.13
"فعل",,"ناقش","B2",17.11
"اسم",,"نصيل","B2",17.11
"اسم اشارة",,"هؤلاء","B2",17.11
"ظرف زمان",,"قت","B2",17.1
"اسم",,"ديرة","B2",17.08
"اسم",,"زى","B2",17.08
"فعل",,"تطلق","B2",17.07
"اسم",,"جزية","B2",17.06
"فعل",,"آتي","B2",17.05
"فعل",,"استعمل","B2",17.05
"فعل",,"تؤمن","B2",17.05
"فعل",,"نعتقد","B2",17.05
"اسم علم",,"بابل","B2",17.04
"صفة",,"وزاري","B2",17.03
"اسم تفضيل",,"أحلى","B2",17.01
"فعل / اسم",,"جبر","B2",17
"صفة",,"مفعول","B2",17
"اسم",,"شجاعة","B2",16.98
"اسم",,"فيل","A2",16.98
"فعل",,"يقتصر","B2",16.97
"فعل",,"تتكلم","B2",16.96
"اسم",,"تربة","B2",16.95
"اسم",,"ساط","B2",16.95
"اسم",,"سماع","B2",16.95
"صفة",,"عليم","B2",16.94
"اسم",,"حمار","B2",16.92
"فعل",,"تستهدف","B2",16.87
"اسم",,"مؤامرة","B2",16.87
"اسم",,"زوال","B2",16.79
"اسم علم",,"موسكو","B2",16.79
"فعل",,"اشترى","B2",16.77
"اسم",,"حارث","B2",16.76
"صفة",,"نظيف","B2",16.75
"فعل",,"تتوفر","B2",16.74
"اسم",,"مبروك","B2",16.74
"اسم",,"مدح","B2",16.74
"صفة",,"رقيق","B2",16.73
"اسم",,"مناع","B2",16.73
"فعل",,"تغلب","B2",16.72
"اسم",,"مسند","B2",16.72
"فعل",,"تتكون","B2",16.71
"اسم",,"تدخين","B2",16.71
"اختصار",,"إلخ","B2",16.69
"اسم علم",,"عدن","B2",16.67
"اسم",,"أنصار","B2",16.66
"اسم",,"انعدام","B2",16.66
"اسم",,"نواح","B2",16.66
"صفة",,"شبيه","B2",16.64
"فعل",,"أعمل","B2",16.62
"اسم",,"إسقاط","B2",16.62
"اسم",,"فخر","B2",16.62
"اسم",,"مولد","B2",16.62
"اسم",,"حقب","B2",16.6
"صفة",,"شاكر","B2",16.6
"فعل",,"كمن","B2",16.6
"اسم",,"منفعة","B2",16.6
"فعل",,"ينتقل","B2",16.6
"اسم",,"دوائر","B2",16.59
"اسم",,"دماغ","B2",16.58
"اسم",,"كفاء","B2",16.57
"اسم",,"آب","B2",16.56
"اسم  ",,"تلوث","B2",16.56
"اسم",,"انجاز","B2",16.55
"اسم",,"روحي","B2",16.55
"اسم تفضيل",,"أطول","B2",16.54
"اسم علم",,"شعبان","B2",16.54
"صفة",,"كذوب","B2",16.53
"اسم",,"أعداء","B2",16.51
"فعل",,"تتمكن","B2",16.51
"اسم",,"تخفيض","B2",16.5
"اسم",,"دهر","B2",16.5
"اسم / صفة",,"عاقل","B2",16.5
"صفة",,"متمثل","B2",16.49
"اسم",,"مساندة","B2",16.49
"فعل",,"تسقط","B2",16.48
"اسم",,"طفول","B2",16.45
"اسم",,"جدوى","B2",16.44
"اسم",,"رزق","B2",16.43
"اسم",,"سلمة","B2",16.43
"اسم",,"كراهية","B2",16.43
"اسم",,"معدن","B2",16.42
"اسم",,"مصيب","B2",16.41
"اسم",,"معيشة","B2",16.41
"اسم",,"مفت","B2",16.41
"اسم",,"نصيحة","B2",16.41
"أداة تعججب",,"آه","B2",16.4
"اسم",,"مسك","B2",16.39
"صفة",,"تقى","B2",16.38
"اسم",,"نهوض","B2",16.38
"اسم",,"أشعة","B2",16.37
"اسم",,"قدس","B2",16.35
"اسم",,"مؤيد","B2",16.35
"اسم  ",,"التسعينات","B2",16.34
"اسم",,"تزايد","B2",16.34
"فعل",,"تطرق","B2",16.33
"اسم",,"ملبس","B2",16.33
"اسم",,"هبوط","B2",16.32
"اسم",,"ماء","B2",16.31
"اسم",,"إثارة","B2",16.3
"فعل",,"تدعم","B2",16.3
"شبه جملة",,"كما","B2",16.3
"اسم",,"محب","B2",16.29
"صفة",,"سارة","B2",16.25
"فعل",,"غلب","B2",16.25
"صفة",,"مرحوم","B2",16.25
"ضمير",,"أنتم","A2",16.24
"صفة",,"خالد","B2",16.21
"اسم",,"قارة","B2",16.21
"اسم",,"قناع","B2",16.21
"اسم تفضيل",,"أعلى","B2",16.2
"صفة",,"أمامي","B2",16.2
"اسم",,"ملزم","B2",16.17
"صفة",,"شيوعي","B2",16.15
"فعل",,"ركز","B2",16.14
"اسم",,"ضمان","B2",16.12
"فعل",,"يتر","B2",16.12
"اسم",,"صدمة","B2",16.11
"صفة",,"لاتيني","B2",16.11
"فعل",,"تتميز","B2",16.09
"صفة",,"حاسم","B2",16.08
"صفة",,"وفير","B2",16.07
"فعل",,"تدهور","B2",16.06
"فعل",,"نصح","B2",16.02
"فعل",,"سرق","B2",16.01
"اسم",,"أجرة","B2",16
"صفة",,"سوري","B2",16
"فعل",,"تصنع","B2",15.99
"اسم",,"تحذير","B2",15.98
"اسم",,"جروح","B2",15.98
"اسم",,"خصم","B2",15.98
"اسم",,"إمكانية","B2",15.97
"صفة",,"مائي","B2",15.95
"اسم علم",,"كردستان","B2",15.92
"فعل",,"نفهم","B2",15.92
"فعل",,"أمكن","B2",15.89
"فعل",,"حك","B2",15.88
"فعل",,"تهتم","B2",15.87
"اسم  ",,"تعاليم","B2",15.86
"فعل",,"أضطر","B2",15.84
"صفة",,"شفاف","B2",15.8
"صفة",,"جاسم","B2",15.78
"اسم",,"شباك","A1",15.77
"فعل",,"يتضح","B2",15.76
"اسم علم",,"ليرة","B2",15.75
"صفة",,"سود","B2",15.74
"اسم",,"سبعين","A1",15.73
"فعل",,"ضاء","B2",15.73
"اسم",,"ردة","B2",15.72
"صفة",,"كيميائي","B2",15.72
"صفة",,"سرحان","B2",15.71
"اسم",,"كاميرا","B2",15.71
"اسم  ",,"مخافة","B2",15.71
"فعل",,"تعيد","B2",15.7
"اسم",,"حمة","B2",15.7
"اسم",,"تصنيع","B2",15.69
"اسم",,"مكسب","B2",15.69
"ظرف زمان",,"عندئذ","B2",15.68
"فعل",,"يتولى","B2",15.68
"فعل",,"يلتقي","B2",15.68
"فعل",,"نبدأ","B2",15.67
"اسم",,"ثمانين","A1",15.66
"اسم",,"علماء","B2",15.66
"فعل",,"انتهى","B2",15.66
"فعل",,"ورث","B2",15.66
"اسم",,"عمي","B2",15.64
"اسم  ",,"ري","B2",15.62
"اسم",,"جزاء","B2",15.6
"حرف",,"ممّا","B2",15.6
"مصطلح دينى",,"حسبي الله ونعم الوكيل ","B2",15.58
"اسم",,"نقيب","B2",15.58
"فعل",,"أخذ","B2",15.57
"فعل / اسم",,"دفن","B2",15.56
"اسم",,"أرصاد","B2",15.55
"اسم",,"تعاط","B2",15.55
"فعل",,"تطرح","B2",15.54
"فعل",,"خصص","B2",15.54
"اسم",,"ذكور","B2",15.54
"اسم",,"مسؤولين","B2",15.54
"اسم",,"نزوع","B2",15.54
"فعل",,"أثب","B2",15.53
"اسم",,"ملح","A2",15.51
"فعل",,"تتعامل","B2",15.49
"اسم",,"وضوء","B2",15.49
"فعل",,"استهدف","B2",15.48
"اسم",,"بغية","B2",15.48
"اسم",,"جهنم","B2",15.47
"فعل",,"تمرد","B2",15.46
"فعل",,"أقصد","B2",15.45
"اسم",,"امتلاك","B2",15.45
"اسم",,"خيط","B2",15.45
"فعل",,"عثر","B2",15.45
"فعل",,"تدع","B2",15.44
"فعل",,"تتحقق","B2",15.43
"فعل",,"خفى","B2",15.42
"اسم علم",,"عبود","B2",15.42
"اسم",,"قصيدة","B2",15.42
"اسم",,"مسلمين","B2",15.42
"فعل",,"زوجت","B2",15.4
"فعل",,"طعن","B2",15.4
"صفة",,"مفاجئ","B2",15.4
"صفة",,"يومية","B2",15.38
"فعل",,"ترتفع","B2",15.36
"اسم / فعل",,"حسم","B2",15.36
"اسم",,"غرار","B2",15.36
"اسم",,"وصلة","B2",15.35
"اسم",,"إيراد","B2",15.34
"اسم",,"رابطة","B2",15.34
"فعل",,"وهب","B2",15.34
"اسم",,"فيروس","B2",15.31
"صفة",,"متطور","B2",15.31
"اسم",,"حسبما","B2",15.3
"فعل",,"نحاول","B2",15.29
"اسم",,"أداب","A2",15.28
"صفة",,"متواضع","B2",15.27
